Wpay	v_sep	SS_tau	SH_tau	FS_tau	SS_TOGW	SS_Spln	SS_Swet	SS_OWEw	SS_OWEv	SS_OEW	SS_mppl	SS_WR	SH_TOGW	SH_Spln	SH_Swet	SH_OWEw	SH_OWEv	SH_OEW	SH_mppl	SH_WR	FS_TOGW	FS_Spln	FS_Swet	FS_OWEw	FS_OWEv	FS_OEW	FS_mppl	FS_WR
110000	1700	0.15	0.34	0.168074265686307	1515456.15333718	622.049220347003	1980.78044648961	242483.513021754	242483.513021754	132483.513021754	1272972.64141698	6.24972863331443	4043991.54350252	559.31579311776	2347.13360078687	336027.283179203	336027.283179201	336027.283179203	3707964.25912205	12.0347118961308	5559447.69683971	1181.36501346476	4327.91404727648	578510.796200957	578510.796200955	468510.796200957	4980936.90053903	18.2844405294452
110000	1700	0.15	0.26	0.147163603853296	1515456.15333718	622.049220347003	1980.78044648961	242483.513021754	242483.513021754	132483.513021754	1272972.64141698	6.24972863331443	4049313.25276585	669.289436660995	2362.39172772964	337654.526644894	337654.526644866	337654.526644894	3711658.72511143	11.9924743553488	5564769.40610303	1291.338657008	4343.17217421924	580138.039666648	580138.03966662	470138.039666648	4984631.3665284	18.2422029886632
100000	1900	0.15	0.28	0.156036926744647	1322236.3260904	571.037388823304	1818.34436407574	223231.868328717	223231.868328716	123231.868328717	1099004.45886821	5.9231521784779	4055181.15197121	638.274536483074	2338.37033698829	333599.09508303	333599.095083029	333599.09508303	3721582.05688818	12.1558517746036	5377417.4780616	1209.31192530638	4156.71470106403	556830.963411747	556830.963411746	456830.963411747	4820586.51575639	18.0790039530815
100000	1900	0.15	0.3	0.161736694330937	1322236.3260904	571.037388823304	1818.34436407574	223231.868328717	223231.868328716	123231.868328717	1099004.45886821	5.9231521784779	4050868.59120031	609.246638469236	2326.91396370471	332377.194685514	332377.194685509	332377.194685514	3718491.39623235	12.1875647778744	5373104.91729071	1180.28402729254	4145.25832778045	555609.06301423	555609.063014226	455609.06301423	4817495.85510056	18.1107169563523
100000	1900	0.15	0.32	0.167171550121268	1322236.3260904	571.037388823304	1818.34436407574	223231.868328717	223231.868328716	123231.868328717	1099004.45886821	5.9231521784779	4053269.14684817	583.768060040307	2333.29104705643	333057.356709815	333057.356709784	333057.356709815	3720211.79047464	12.1698832514184	5375505.47293856	1154.80544886361	4151.63541113217	556289.225038532	556289.225038501	456289.225038532	4819216.24934285	18.0930354298963
100000	1900	0.15	0.26	0.15003472479509	1322236.3260904	571.037388823304	1818.34436407574	223231.868328717	223231.868328716	123231.868328717	1099004.45886821	5.9231521784779	4067346.98104571	671.640438781729	2370.6900627364	337046.102976735	337046.102976731	337046.102976735	3730300.87784243	12.067627974028	5389583.30713611	1242.67782760503	4189.03442681214	560277.971305451	560277.971305447	460277.971305451	4829305.33671065	17.9907801525059
110000	1900	0.17	0.3	0.170880852357094	1353536.54315303	542.71897751779	1735.5497839213	228516.253249628	228516.253249628	118516.253249628	1125020.29000352	5.9231521784779	4132642.14468246	617.643866359778	2358.98574810389	336244.781456722	336244.781456721	336244.781456722	3796397.36246482	12.290576305802	5486178.68783549	1160.36284387757	4094.5355320252	564761.03470635	564761.034706349	454761.03470635	4921417.65246833	18.2137284842799
110000	1900	0.17	0.28	0.164672904148328	1353536.54315303	542.71897751779	1735.5497839213	228516.253249628	228516.253249628	118516.253249628	1125020.29000352	5.9231521784779	4137009.41283665	647.069028899866	2370.58967055219	337482.182415984	337482.182415978	337482.182415984	3799527.23035055	12.2584528260138	5490545.95598968	1189.78800641766	4106.1394544735	565998.435665612	565998.435665607	455998.435665612	4924547.52035406	18.1816050044917
100000	1900	0.15	0.34	0.172373594736826	1322236.3260904	571.037388823304	1818.34436407574	223231.868328717	223231.868328716	123231.868328717	1099004.45886821	5.9231521784779	4061509.60740623	561.233779632543	2355.18231074661	335392.169337508	335392.1693375	335392.169337508	3726117.43701319	12.1097329564173	5383745.93349663	1132.27116845585	4173.52667482235	558624.037666225	558624.037666216	458624.037666225	4825121.89588141	18.0328851348952
110000	1900	0.17	0.32	0.176804837612631	1353536.54315303	542.71897751779	1735.5497839213	228516.253249628	228516.253249628	118516.253249628	1125020.29000352	5.9231521784779	4135073.15693161	591.812678431539	2365.44497488172	336933.572920102	336933.572920102	336933.572920102	3798139.58401163	12.2726658584192	5488609.70008463	1134.53165594933	4100.99475880303	565449.82616973	565449.82616973	455449.82616973	4923159.87401515	18.1958180368971
100000	2100	0.17	0.28	0.16781699531727	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4162507.20205111	650.059815479148	2381.54665884095	337408.527365482	337408.527365442	337408.527365482	3825098.6732385	12.3366982841401	5344167.43956176	1148.75570017649	3976.31590550976	547906.540511559	547906.54051152	447906.54051156	4796260.89785442	17.9503390976616
100000	2100	0.17	0.3	0.174405303454178	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4157699.14899035	620.456176710912	2369.72688939729	336148.160035298	336148.16003527	336148.160035298	3821550.98904328	12.3686506231121	5339359.386501	1119.15206140825	3964.4961360661	546646.173181375	546646.173181348	446646.173181375	4792713.2136592	17.9822914366336
100000	2100	0.17	0.26	0.160907939173772	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4176073.86550477	684.165318828576	2414.89914686761	340964.848549025	340964.848549007	340964.848549025	3835109.01517979	12.2478134666963	5357734.10301542	1182.86120352592	4009.66839353641	551462.861695103	551462.861695085	451462.861695103	4806271.23979571	17.8614542802178
100000	2100	0.17	0.32	0.180711851183851	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4160375.44631956	594.530026802719	2376.3060771931	336849.715804408	336849.715339954	336849.715804408	3823525.72883167	12.3508355490251	5342035.68383021	1093.22591150006	3971.0753238619	547347.728950486	547347.728486031	447347.728950486	4794687.95344759	17.9644763625465
100000	2100	0.17	0.34	0.186770267286171	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4169563.78726777	571.650269652009	2398.89445695772	339258.317874547	339258.317874513	339258.317874547	3830305.46941127	12.2902330395556	5351224.02477842	1070.34615434935	3993.66370362653	549756.331020625	549756.331020591	449756.331020625	4801467.69402719	17.9038738530771
100000	2100	0.17	0.24	0.153632569678363	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4200099.89446108	723.871526916036	2473.9693474715	347262.954100314	347262.954100311	347262.954100314	3852836.94039956	12.0948688735931	5381760.13197174	1222.56741161337	4068.73859414031	557760.967246392	557760.967246389	457760.967246392	4823999.16501548	17.7085096871145
100000	2100	0.17	0.36	0.192609772468241	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4184510.95136692	551.325213545753	2435.6418820414	343176.519021801	343176.519021751	343176.519021801	3841334.43198087	12.1934652257978	5366171.18887757	1050.02109824309	4030.41112871021	553674.532167878	553674.532167829	453674.532167878	4812496.65659679	17.8071060393193
100000	2100	0.17	0.38	0.198255931390476	1181660.23751065	498.695884697339	1594.76924666881	210498.013146078	210498.013146078	110498.013146078	971162.22461592	5.61364081352145	4204626.15936372	533.165851061855	2485.09818798071	348449.454393942	348449.454393941	348449.454393942	3856176.70348788	12.0666745344599	5386286.39687437	1031.86173575919	4079.86743464952	558947.46754002	558947.467540019	458947.46754002	4827338.9281038	17.6803153479813
