SS_TOGW	SH_TOGW	FS_TOGW	SS_Spln	SH_Spln	FS_Spln	SS_OEW 	SH_OEW 	FS_OEW 	SS_tau 	SH_tau 	Total_Error
1.7440631361313	3.63002704872278	3.01966054610227	4.94206540198814	2.3865255522389	1.02934311286692	29.79841293961	0.710887925304693	11.1823969304546	11.3636363636364	3.70370370370371	34.8261782759158
2.71867341188078	1.509931060172	1.90112403945231	6.19809036057623	2.13679940539668	1.7481068414551	29.3159844803838	0.161211259538838	10.4505792068333	13.6363636363636	1.85185185185185	34.8908408077705
5.03068537064481	0.51868024448804	1.97892917622605	3.1715360709967	1.44697268536162	0.705722073957948	30.7984789776268	0.605814894253029	10.6997308996237	11.3636363636364	1.85185185185185	35.1866813845579
5.97467519861932	1.65015732982121	0.817515743019546	4.40948859545957	1.18877223007875	1.42058662928232	30.3224349777878	1.51882911926537	9.94402595567378	13.6363636363636	0	35.6167643210046
7.55572371994593	3.29232006249144	0.218501379824672	3.53561365046825	0.082769400280089	1.60376507252634	30.8141665012328	2.33866975982851	9.59635129415358	13.6363636363636	0	36.2777915127294
9.10640589090245	4.95603476019452	0.404917604021317	2.67503935868759	1.03161881572496	1.79761991625839	31.2984137176269	3.16537482891864	9.24158904783777	13.6363636363636	0	37.1493210943959
10.627400485364	6.57870765902477	1.01018538684077	1.82753441307928	0.883310683790901	1.32341496439142	31.7753067796909	3.76315636612631	9.03069036636788	13.6363636363636	1.85185185185185	38.182164171181
12.1193687609975	8.28787314460964	1.6833475824313	0.992872298275581	2.00224012180222	1.53177206846352	32.2449731408837	4.60229092200684	8.66272414063374	13.6363636363636	1.85185185185185	39.3838116326161
13.5829544593193	10.023053117398	2.38329066529676	0.170831157228142	3.1320388947265	1.75181494928234	32.7075376703078	5.45012224397837	8.28663532516467	13.6363636363636	1.85185185185185	40.7563611356293
15.0187856040335	11.7283544716485	3.07200731988232	0.638806280188708	3.00176534738757	1.30488874131388	33.1631225929188	6.10668532989262	8.03044552231949	13.6363636363636	3.70370370370371	42.2482786319604
17.4850443078037	12.277079095591	2.64497370321961	5.25094263198546	3.36012669753245	0.65350731198861	35.3307450025068	6.28486676220914	8.69675347308859	9.09090909090909	3.70370370370371	44.3000667726047
19.7162331407974	12.9499548791039	2.37798857448134	9.4096525212777	1.40840752861391	3.63390859633557	37.194566409999	6.30381941185529	9.35559948401225	4.54545454545455	7.40740740740741	47.455752729804
22.3450569353949	13.1421359741859	1.65718990526702	15.9765010000702	1.53772165942561	6.62568720728856	39.7970741409461	6.29258186850974	10.2996942948944	4.54545454545454	7.40740740740741	52.7379818509614
24.6361575037142	13.6351940115977	1.24919297573316	22.5818116075383	1.51102652846793	11.3321551670177	41.9225636714431	6.35536442597594	11.0246896890949	15.9090909090909	12.962962962963	61.4461697715705
