Wpay (Ton)	v_sep (km/s)	SS_tau	SH_tau	FS_tau	SS_TW0	SS_Wstr (Ton)	SS_Weng (Ton)	SS_Wsys (Ton)	SS_Vtot (m^3)	SS_Vfix (m^3)	SS_Vppl (m^3)	SS_Vsys (m^3)	SS_Veng (m^3)	SS_Vvv (m^3)	SS_Vpay (m^3)	SH_TW0	SH_Wstr (Ton)	SH_Weng (Ton)	SH_Wsys (Ton)	SH_Vtot (m^3)	SH_Vfix (m^3)	SH_Vppl (m^3)	SH_Vsys (m^3)	SH_Veng (m^3)	SH_Vvv (m^3)	FS_TW0	FS_Wstr (Ton)	FS_Weng (Ton)	FS_Wsys (Ton)	FS_Vtot (m^3)	FS_Vfix (m^3)	FS_Vppl (m^3)	FS_Vsys (m^3)	FS_Veng (m^3)	FS_Vvv (m^3)
125	1300	0.21	0.24	0.160787329745211	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.37962828659119	179.753342188265	45.7491421922929	39.1627183567883	3898.5821853925	5	3600.2235859931	75.174479337065	41.9999999896328	194.929109269625	1.60086721278261	253.273178128072	53.9785885647651	62.4115921874978	6569.87496016275	10	5247.0976816547	128.257749282929	49.7400000389023	328.493748008137
125	1300	0.21	0.26	0.167775888132154	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.38982842007607	175.644743442869	45.7491422039464	38.7078702880687	3886.85546255989	5	3589.33386055534	74.963398326078	42.0000000003323	194.342773127994	1.60547709080184	249.164579382676	53.9785885764186	61.9567441187783	6558.14823733014	10	5236.20795621694	128.046668271943	49.7400000496018	327.907411866507
125	1300	0.21	0.28	0.174353605047787	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.39563557292098	173.321370468087	45.7491421970868	38.4506459020626	3880.22369023423	5	3583.17553313187	74.8440264242161	41.9999999940311	194.011184511711	1.60809582741319	246.841206407894	53.978588569559	61.6995197327721	6551.51646500448	10	5230.04962879347	127.927296370081	49.7400000433005	327.575823250224
125	1300	0.21	0.3	0.180569499055857	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.39770194688843	172.497372803434	45.7491422035838	38.3594176601474	3877.87162072586	5	3580.99139637833	74.8016891730654	41.9999999999999	193.893581036293	1.60902665262044	246.017208743241	53.9785885760559	61.6082914908569	6549.16439549611	10	5227.86549203993	127.88495911893	49.7400000492694	327.458219774805
125	1300	0.21	0.32	0.186465151520628	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.39655120630558	172.956071313602	45.7491421947606	38.41020223584	3879.1809623066	5	3582.20725262266	74.8252573215189	41.9999999918988	193.95904811533	1.60850835158208	246.475907253409	53.9785885672328	61.6590760665496	6550.47373707686	10	5229.08134828426	127.908527267383	49.7400000411683	327.523686853843
125	1300	0.21	0.34	0.192076134932666	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.39261072356059	174.530159553712	45.7491422035837	38.5844740031652	3883.6740632257	5	3586.37957348972	74.9061331380627	41.9999999999999	194.183703161285	1.60673229206696	248.049995493519	53.9785885760559	61.8333478338748	6554.96683799595	10	5233.25366915132	127.989403083927	49.7400000492694	327.748341899798
125	1300	0.21	0.36	0.197433114690856	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.38623431039738	177.088409495389	45.7491422075568	38.8676964516382	3890.97606932969	5	3593.16033226108	75.0375692479344	42.0000000036409	194.548803466485	1.60385423278194	250.608245435196	53.978588580029	62.1165702823477	6562.26884409994	10	5240.03442792268	128.120839193799	49.7400000529104	328.113442204997
125	1300	0.21	0.38	0.202562710312805	0.901471223175155	73.519835939807	8.2294463724722	23.2488738307095	2671.29277477025	5	1646.8740956616	53.0832699458645	7.7400000492695	133.564638738513	830.030770375	2.37771860200237	180.526505704204	45.7491422014684	39.2483094242963	3900.78883583729	5	3602.2727615827	75.2141990450713	41.999999998058	195.039441791865	1.6000027066221	254.046341644011	53.9785885739406	62.4971832550058	6572.08161060755	10	5249.1468572443	128.297468990936	49.7400000473275	328.604080530377
125	1300	0.23	0.2	0.150988715714598	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.3804428571031	192.873765574191	45.7491421943681	40.5754905515026	3877.36288530225	5	3580.28121597411	74.7925319354406	41.9999999915392	193.868144265113	1.61082262133287	263.163475213806	53.9785885234703	63.1862445708018	6516.52828923747	10	5197.21260205805	127.297509206274	49.740000000218	325.826414461873
125	1300	0.23	0.22	0.159527251451054	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.40263793689292	183.98408880627	45.7491421959949	39.5913730170667	3851.99096778095	5	3556.72000690227	74.3358374200572	41.99999999303	192.599548389048	1.62095541993223	254.273798445885	53.9785885250971	62.2021270363659	6491.15637171617	10	5173.65139298621	126.840814690891	49.7400000017088	324.557818585808
125	1300	0.23	0.24	0.167505300267111	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.41840061282314	177.770537019461	45.7491422035835	38.9034343506472	3834.25426571841	5	3540.24975230603	74.0165767829314	41.9999999999997	191.712713285921	1.62811470146881	248.060246659077	53.9785885326857	61.5141883699465	6473.41966965362	10	5157.18113838997	126.521554053765	49.7400000086785	323.670983482681
125	1300	0.23	0.26	0.17499408062137	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.42882727418768	173.705051064112	45.7491438698979	38.4532858321154	3822.64815417617	5	3529.47263566348	73.8076667751711	42.0000014073297	191.132407708809	1.63283367280475	243.994760703727	53.9785901990001	61.0640398514146	6461.81355811139	10	5146.40402174742	126.312644046005	49.7400014160086	323.090677905569
125	1300	0.23	0.28	0.182053052141006	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.43476350349945	171.406095763217	45.7491422040565	38.1987228618122	3816.08452393455	5	3523.37793142498	73.689521430822	42.0000000004328	190.804226196728	1.63551440590347	241.695805402832	53.9785885331587	60.8094768811115	6455.24992786977	10	5140.30931750892	126.194498701656	49.7400000091117	322.762496393488
125	1300	0.23	0.3	0.188732371627231	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.43687583268012	170.590766725822	45.7491422035849	38.1084394908154	3813.7566825554	5	3521.21641580922	73.6476202859971	42.0000000000011	190.68783412777	1.63646727471727	240.880476365438	53.9785885326871	60.7191935101146	6452.92208649061	10	5138.14780189316	126.152597556831	49.74000000868	322.646104324531
125	1300	0.23	0.32	0.195074734727873	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.43569949870055	171.044639132391	45.7491421931332	38.1586980268583	3815.05253520175	5	3522.41967780397	73.6709456336315	41.9999999904035	190.752626760087	1.63593669901871	241.334348772006	53.9785885222354	60.7694520461576	6454.21793913696	10	5139.35106388791	126.175922904465	49.7399999990823	322.710896956848
125	1300	0.23	0.34	0.201116786093607	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.43167140354461	172.602175232855	45.7491422035826	38.3311656159924	3819.49937292252	5	3526.54880410658	73.7509887126054	41.9999999999989	190.974968646126	1.63411858468228	242.891884872471	53.9785885326847	60.9419196352917	6458.66477685773	10	5143.48019019052	126.255965983439	49.7400000086778	322.933238842887
125	1300	0.23	0.36	0.206890210589985	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.42515330644314	175.133554847859	45.7491422035836	38.6114591576948	3826.72627436786	5	3533.25944032165	73.8810729386215	41.9999999999998	191.336313718393	1.63117239859785	245.423264487475	53.9785885326857	61.2222131769941	6465.89167830307	10	5150.19082640559	126.386050209455	49.7400000086786	323.294583915154
125	1300	0.23	0.38	0.212422589879176	0.918164871078072	70.2897096396156	8.2294463291022	22.6107540192993	2639.16540393521	5	1616.93138608394	52.5049772708338	7.74000000867885	131.958270196761	830.030770375	2.41644855051771	178.535599034695	45.7491422018067	38.9881423107591	3836.43827007307	5	3542.27778431052	74.0558888613153	41.9999999983687	191.821913503654	1.6272297453213	248.825308674311	53.9785885309089	61.5988963300583	6475.60367400829	10	5159.20917039446	126.560866132149	49.7400000070475	323.780183700414
125	1300	0.25	0.2	0.156199881159819	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.40680483792575	191.419074848029	45.7491422058862	40.3878048869585	3833.57998486892	5	3539.46106530707	74.0044397276406	42.0000000021105	191.678999243446	1.62949172026598	259.526377003459	53.9785885258248	62.5674186628265	6451.03880292207	10	5136.16191335754	126.118698452597	49.7400000021707	322.551940146104
125	1300	0.25	0.22	0.165252489845923	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.42933529847443	182.59296805793	45.7491421999525	39.4106169770559	3808.38576309055	5	3516.06576107927	73.5509437356299	41.9999999966664	190.419288154527	1.63978803010316	250.70027021336	53.9785885198911	61.5902307529239	6425.8445811437	10	5112.76660912975	125.665202460587	49.7399999967267	321.292229057185
125	1300	0.25	0.24	0.173726089365227	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.44533670310987	176.424037484523	45.7491422035837	38.7275420729916	3790.77377943677	5	3499.71195179363	73.2339280298619	41.9999999999997	189.538688971839	1.64706297817899	244.531339639953	53.9785885235223	60.9071558488597	6408.23259748992	10	5096.4127998441	125.348186754818	49.74000000006	320.411629874496
125	1300	0.25	0.26	0.181692614822692	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.45592151544553	172.387827702395	45.7491422035834	38.2805844353917	3779.2493851908	5	3489.01113403223	73.0264889334345	41.9999999999997	188.96246925954	1.6518582473889	240.495129857825	53.978588523522	60.4601982112597	6396.70820324395	10	5085.7119820827	125.140747658391	49.7400000000599	319.835410162198
125	1300	0.25	0.28	0.189212359677948	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.46194788961942	170.105462633455	45.7491422035834	38.027829814755	3772.73222769619	5	3482.95981975488	72.9091800985313	41.9999999999998	188.636611384809	1.65458235285199	238.212764788885	53.978588523522	60.207443590623	6390.19104574933	10	5079.66066780535	125.023438823488	49.74000000006	319.509552287467
125	1300	0.25	0.3	0.196336364111576	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.46409230725731	169.296021269327	45.7491422035837	37.9381881543875	3770.42084089517	5	3480.81366765741	72.8675751361131	42	188.521042044759	1.65555064051632	237.403323424757	53.9785885235223	60.1178019302555	6387.87965894832	10	5077.51451570789	124.98183386107	49.7400000000603	319.393982947416
125	1300	0.25	0.32	0.20310821936633	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.46289810270447	169.746615886537	45.7491422182933	37.9880894392421	3771.70753473813	5	3482.008378122	72.8907356252864	42.000000013492	188.585376736907	1.65501147912479	237.853918041967	53.978588538232	60.1677032151101	6389.16635279128	10	5078.70922617247	125.004994350243	49.7400000135523	319.458317639564
125	1300	0.25	0.34	0.209565452076075	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.45880883201807	171.292909833805	45.7491422035838	38.1593317108582	3776.12295145299	5	3486.10816695181	72.9702131261538	42	188.80614757265	1.65316394875125	239.400211989235	53.9785885235224	60.3389454867263	6393.58176950614	10	5082.80901500228	125.08447185111	49.7400000000602	319.679088475307
125	1300	0.25	0.36	0.215740601230431	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.45219180551438	173.80603924347	45.7491421939579	38.4376360738854	3783.29884590913	5	3492.7711787242	73.0993792263644	41.9999999911565	189.164942295457	1.6501701106215	241.9133413989	53.9785885138965	60.6172498497534	6400.75766396228	10	5089.47202677467	125.213637951321	49.7399999912168	320.037883198114
125	1300	0.25	0.38	0.221662066411751	0.929798213488385	68.1073021554295	8.22944631993861	22.179613775868	2617.45881805315	5	1596.70084805047	52.1142587249566	7.74000000006026	130.872940902657	830.030770375	2.4433550519609	177.183596984241	45.7491422022825	38.811650266141	3792.94240446423	5	3501.72562453345	73.2729632803562	41.9999999988054	189.647120223212	1.64616371836179	245.29089913967	53.9785885222211	60.991264042009	6410.40122251738	10	5098.42647258393	125.387222005313	49.7399999988656	320.520061125869
125	1300	0.27	0.2	0.161019432261284	0.937102255371118	66.7647590632296	8.22944632063651	21.9143909166857	2604.10566242528	5	1584.25570700465	51.8739019236551	7.74000000071665	130.205283121264	830.030770375	2.42332115977949	190.521183471102	45.7491422035837	40.2720334873039	3806.63832243785	5	3514.3423832058	73.5194898038813	42	190.331916121893	1.64119617717022	257.285942534332	53.9785885242202	62.1864244039896	6410.74398486313	10	5098.59809021045	125.393391727536	49.7400000007167	320.537199243157
125	1300	0.27	0.22	0.170560836091126	0.937102255371118	66.7647590632296	8.22944632063651	21.9143909166857	2604.10566242528	5	1584.25570700465	51.8739019236551	7.74000000071665	130.205283121264	830.030770375	2.44606244456081	181.73431886525	45.7491422023723	39.2991231151816	3781.55378830115	5	3491.04948976779	73.0679681894206	41.9999999988879	189.077689415057	1.65159539420832	248.499077928479	53.9785885230088	61.2135140318673	6385.65945072643	10	5075.30519677244	124.941870113076	49.7399999996045	319.282972536321
